date,description,amount,mode,bank,type,gst
2025-08-12,Interest Credited,24213.82,Credit Card,Kotak,income,2020.27
2024-08-13,Hospital Payment,66898.68,Credit Card,HDFC,expense,1596.82
2024-05-23,Flight Ticket,30708.15,Credit Card,Axis,expense,4208.89
2025-11-01,Freelance Payment,96612.37,Credit Card,Kotak,income,16886.92
2024-04-06,Interest Credited,87896.4,Auto Debit,Axis,income,5014.91
2025-06-10,Fuel Payment,82797.08,Debit Card,HDFC,expense,8433.13
2025-10-11,Flight Ticket,98088.8,NetBanking,Axis,expense,13261.42
2024-10-19,Interest Credited,51765.21,Credit Card,HDFC,income,4992.8
2025-02-18,Netflix Subscription,50847.09,NetBanking,SBI,expense,5823.27
2025-07-16,Freelance Payment,65506.72,Auto Debit,SBI,income,2476.26
2024-08-03,Fuel Payment,6920.37,UPI,HDFC,expense,720.35
2025-04-16,Netflix Subscription,27401.93,Auto Debit,SBI,expense,3825.43
2025-01-24,Freelance Payment,48239.27,Credit Card,Axis,income,7116.41
2025-04-13,Restaurant Payment,85225.66,UPI,HDFC,expense,5120.41
2025-08-26,Restaurant Payment,36970.27,Auto Debit,SBI,expense,5280.67
2024-06-26,Freelance Payment,36213.53,Auto Debit,Kotak,income,5905.72
2025-09-14,Fuel Payment,29850.26,Auto Debit,Kotak,expense,4634.53
2025-06-19,Hotel Booking,42443.97,Auto Debit,Kotak,expense,7021.14
2025-03-07,Restaurant Payment,94374.5,Credit Card,Kotak,expense,15405.78
2024-07-12,Movie Ticket,19922.66,UPI,HDFC,expense,1901.04
2024-09-14,Netflix Subscription,7102.25,UPI,Axis,expense,1205.2
2025-03-06,Electricity Bill,61334.74,Credit Card,Axis,expense,7677.63
2024-11-11,Amazon Purchase,15865.52,Debit Card,SBI,expense,2271.72
2024-07-21,Electricity Bill,90253.09,UPI,HDFC,expense,7471.66
2025-03-08,Hospital Payment,88992.81,Credit Card,Axis,expense,13593.59
2025-10-07,Hotel Booking,72165.8,Credit Card,Axis,expense,10017.7
2025-03-11,Mutual Fund Investment,90326.17,NetBanking,Kotak,expense,1810.58
2025-04-13,Salary Credited,89732.66,Auto Debit,SBI,income,8766.22
2025-04-22,Movie Ticket,40956.58,Debit Card,ICICI,expense,5292.35
2025-05-26,Gym Membership,35934.14,Debit Card,HDFC,expense,4430.43
2024-09-18,Gym Membership,78097.31,Credit Card,HDFC,expense,10406.98
2024-12-12,Fuel Payment,45010.57,UPI,SBI,expense,3716.98
2025-09-29,Consulting Payment,50599.84,Auto Debit,ICICI,income,7725.12
2025-05-18,Grocery Shopping,721.31,NetBanking,SBI,expense,101.75
2024-07-11,Freelance Payment,19807.89,Auto Debit,HDFC,income,1733.75
2024-11-24,Mutual Fund Investment,68763.27,NetBanking,ICICI,expense,8803.25
2025-02-01,Hospital Payment,73740.84,Debit Card,ICICI,expense,6279.77
2024-06-27,Hospital Payment,80989.85,Debit Card,Axis,expense,6217.37
2024-10-22,Netflix Subscription,92352.95,Credit Card,ICICI,expense,10674.06
2024-07-16,Hospital Payment,8686.34,Credit Card,SBI,expense,593.98
2024-08-11,Gym Membership,23083.87,NetBanking,SBI,expense,2714.72
2025-11-04,Consulting Payment,9588.11,Auto Debit,ICICI,income,1451.43
2025-05-15,Salary Credited,95140.27,Auto Debit,ICICI,income,6181.71
2025-06-03,Amazon Purchase,71114.65,UPI,Axis,expense,2375.34
2024-06-01,Fuel Payment,33605.46,Debit Card,HDFC,expense,5187.53
2025-09-27,Amazon Purchase,99189.48,Credit Card,Kotak,expense,11820.37
2025-04-13,Hospital Payment,54522.04,Auto Debit,SBI,expense,3725.33
2025-10-17,Mutual Fund Investment,3462.77,Credit Card,Axis,expense,244.37
2025-04-04,Gym Membership,13121.25,UPI,Axis,expense,2119.63
2024-08-01,Consulting Payment,25518.37,NetBanking,HDFC,income,1863.04
2024-10-26,Hospital Payment,22799.3,UPI,Axis,expense,4088.79
2024-02-01,Hospital Payment,40929.98,Auto Debit,Axis,expense,6252.6
2024-10-29,Fuel Payment,97978.64,UPI,Axis,expense,9283.32
2025-03-13,Flight Ticket,16915.34,Auto Debit,ICICI,expense,436.86
2024-03-06,Hotel Booking,37606.49,UPI,ICICI,expense,4372.36
2024-07-05,Consulting Payment,46481.15,Credit Card,HDFC,income,4719.59
2025-02-12,Mutual Fund Investment,58690.02,Debit Card,HDFC,expense,6021.38
2025-01-04,Salary Credited,30006.07,NetBanking,HDFC,income,1950.7
2025-09-06,Restaurant Payment,93821.7,Debit Card,Axis,expense,9683.47
2024-05-07,Grocery Shopping,97804.57,UPI,Kotak,expense,9147.57
2025-07-29,Flight Ticket,69638.71,NetBanking,ICICI,expense,4621.27
2024-06-02,Netflix Subscription,40452.8,NetBanking,Kotak,expense,5636.96
2025-11-07,Freelance Payment,51736.29,Credit Card,HDFC,income,7210.88
2025-07-07,Salary Credited,87905.52,UPI,SBI,income,13234.37
2025-07-22,Hospital Payment,42080.76,Auto Debit,ICICI,expense,1711.11
2025-10-25,Electricity Bill,66702.72,UPI,Axis,expense,8195.46
2024-02-22,Consulting Payment,7619.93,NetBanking,HDFC,income,440.83
2024-01-04,Mutual Fund Investment,60469.22,Debit Card,Kotak,expense,1598.9
2025-05-15,Consulting Payment,41083.57,UPI,Axis,income,3487.89
2024-02-25,Electricity Bill,83021.51,Credit Card,SBI,expense,10463.93
2024-01-21,Gym Membership,97890.89,Debit Card,ICICI,expense,10609.11
2025-02-20,Amazon Purchase,80164.76,UPI,ICICI,expense,1807.39
2025-08-02,Amazon Purchase,34009.52,Debit Card,ICICI,expense,822.15
2024-07-21,Fuel Payment,74502.54,NetBanking,Kotak,expense,9503.4
2024-03-21,Electricity Bill,91324.54,NetBanking,Axis,expense,10498.44
2024-11-23,Salary Credited,58958.17,Credit Card,SBI,income,5788.04
2024-05-30,Mutual Fund Investment,75451.15,Debit Card,SBI,expense,4021.8
2024-10-06,Restaurant Payment,13530.46,Credit Card,Kotak,expense,777.76
2024-07-08,Hospital Payment,36973.22,NetBanking,ICICI,expense,5592.7
2024-07-17,Amazon Purchase,4466.39,NetBanking,ICICI,expense,301.46
2025-03-01,Electricity Bill,46675.74,UPI,SBI,expense,6657.4
2025-03-23,Gym Membership,88705.83,Auto Debit,HDFC,expense,11604.09
2024-04-17,Consulting Payment,63159.98,Credit Card,Kotak,income,1634.26
2024-01-06,Mutual Fund Investment,28872.85,Credit Card,Kotak,expense,858.98
2025-10-23,Flight Ticket,61278.58,NetBanking,ICICI,expense,7378.23
2024-09-28,Consulting Payment,75788.92,Auto Debit,SBI,income,5433.3
2024-02-27,Mutual Fund Investment,11655.28,NetBanking,Kotak,expense,1710.55
2025-01-22,Movie Ticket,29302.83,Auto Debit,Kotak,expense,5257.16
2025-01-23,Restaurant Payment,11021.39,Credit Card,Kotak,expense,1154.41
2025-07-05,Amazon Purchase,60471.99,Auto Debit,Kotak,expense,4895.7
2025-10-30,Amazon Purchase,47424.73,Debit Card,ICICI,expense,3255.78
2025-10-27,Interest Credited,16385.16,NetBanking,HDFC,income,2080.68
2025-05-25,Salary Credited,27201.56,Auto Debit,SBI,income,4736.2
2025-05-01,Hotel Booking,49095.88,Debit Card,ICICI,expense,3301.94
2024-08-11,Grocery Shopping,60301.51,Debit Card,Axis,expense,9881.07
2024-07-29,Interest Credited,16275.04,Debit Card,SBI,income,2019.49
2024-10-24,Grocery Shopping,40151.32,UPI,Kotak,expense,3770.2
2024-12-22,Salary Credited,16351.11,Auto Debit,Kotak,income,2412.76
2025-07-30,Amazon Purchase,98096.18,Auto Debit,SBI,expense,8233.61
2024-08-27,Consulting Payment,81643.66,Auto Debit,ICICI,income,4451.73
2024-03-13,Interest Credited,94575.76,Credit Card,Kotak,income,14637.35
2025-05-02,Hospital Payment,2150.66,NetBanking,HDFC,expense,334.01
2024-07-22,Amazon Purchase,8766.11,Credit Card,ICICI,expense,1181.03
2025-09-03,Salary Credited,4657.56,NetBanking,Axis,income,553.64
2024-09-29,Fuel Payment,1974.08,Debit Card,SBI,expense,349.16
2025-05-07,Gym Membership,52237.79,UPI,SBI,expense,3694.09
2025-05-11,Amazon Purchase,61096.27,Debit Card,Axis,expense,7299.35
2024-11-04,Movie Ticket,88488.73,UPI,Kotak,expense,11080.05
2024-09-20,Fuel Payment,99850.31,Auto Debit,Kotak,expense,11964.03
2025-11-07,Fuel Payment,3382.32,Credit Card,ICICI,expense,380.2
2025-02-20,Flight Ticket,6612.66,Debit Card,SBI,expense,749.73
2024-01-12,Mutual Fund Investment,98389.27,UPI,HDFC,expense,5045.9
2024-08-01,Gym Membership,65443.83,NetBanking,Kotak,expense,1393.34
2024-06-05,Movie Ticket,63015.08,Credit Card,SBI,expense,4336.42
2025-07-14,Gym Membership,770.91,Credit Card,Kotak,expense,57.88
2025-05-06,Interest Credited,88479.24,Auto Debit,HDFC,income,2361.58
2024-05-23,Hospital Payment,18419.35,UPI,SBI,expense,1911.91
2025-07-20,Amazon Purchase,6178.91,UPI,Axis,expense,404.19
2024-05-17,Interest Credited,69411.07,Auto Debit,ICICI,income,2287.67
2025-07-29,Salary Credited,19115.67,Credit Card,HDFC,income,461.99
2025-05-13,Restaurant Payment,38505.71,Debit Card,SBI,expense,2394.36
2024-06-29,Consulting Payment,95219.11,Debit Card,HDFC,income,3800.14
2024-10-14,Freelance Payment,64748.99,UPI,HDFC,income,6655.84
2025-03-23,Mutual Fund Investment,40491.97,UPI,SBI,expense,2115.41
2025-06-05,Hospital Payment,7513.27,UPI,Kotak,expense,307.63
2024-04-12,Interest Credited,67088.83,NetBanking,Axis,income,8390.7
2024-12-11,Gym Membership,57394.47,Debit Card,SBI,expense,3703.18
2024-05-08,Mutual Fund Investment,25277.79,Debit Card,ICICI,expense,3421.41
2024-09-15,Consulting Payment,34918.33,Debit Card,Axis,income,1317.57
2025-05-03,Electricity Bill,79199.62,Auto Debit,Kotak,expense,7042.29
2024-06-08,Electricity Bill,34434.11,NetBanking,Kotak,expense,4627.29
2025-11-22,Hotel Booking,90872.24,Debit Card,HDFC,expense,4122.25
2025-07-26,Hotel Booking,41451.76,Credit Card,ICICI,expense,5262.12
2025-06-22,Movie Ticket,94350.34,Debit Card,SBI,expense,8047.44
2024-07-26,Consulting Payment,90984.48,UPI,Kotak,income,3415.75
2025-07-16,Freelance Payment,20032.05,NetBanking,Kotak,income,1981.54
2025-09-15,Freelance Payment,21531.47,Auto Debit,Kotak,income,500.37
2024-04-17,Movie Ticket,29048.2,Debit Card,SBI,expense,2339.0
2025-09-03,Fuel Payment,34330.27,UPI,ICICI,expense,4325.39
2024-06-13,Fuel Payment,92111.26,Debit Card,Kotak,expense,13237.65
2025-05-02,Movie Ticket,37143.14,Credit Card,Axis,expense,5888.49
2024-09-15,Amazon Purchase,36813.49,NetBanking,Kotak,expense,1022.03
2024-10-04,Hotel Booking,22180.79,Auto Debit,Kotak,expense,2496.99
2025-11-24,Salary Credited,71307.44,Debit Card,ICICI,income,10041.62
2025-03-19,Mutual Fund Investment,93020.84,Debit Card,Axis,expense,12097.98
2025-04-20,Hotel Booking,64514.76,Credit Card,HDFC,expense,9245.98
2024-10-19,Gym Membership,22005.17,Auto Debit,Axis,expense,1684.41
2024-01-04,Netflix Subscription,96223.44,Credit Card,Kotak,expense,16259.33
2025-07-22,Electricity Bill,91193.27,Debit Card,SBI,expense,10980.09
2024-03-22,Hospital Payment,29328.89,NetBanking,Axis,expense,1851.81
2025-04-22,Freelance Payment,36528.16,Credit Card,Kotak,income,3068.9
2024-04-20,Hospital Payment,64168.49,NetBanking,Axis,expense,2426.31
2025-10-31,Hotel Booking,41610.81,Debit Card,ICICI,expense,1939.0
2025-01-25,Grocery Shopping,41741.17,Debit Card,SBI,expense,2851.47
2024-07-08,Salary Credited,92710.06,Auto Debit,SBI,income,5352.86
2024-09-08,Interest Credited,91642.73,UPI,HDFC,income,3032.02
2025-09-08,Salary Credited,22426.12,UPI,Kotak,income,2292.64
2025-04-29,Consulting Payment,2398.41,UPI,ICICI,income,55.87
2025-10-16,Fuel Payment,87261.14,UPI,HDFC,expense,13388.11
2024-10-06,Restaurant Payment,14524.4,Auto Debit,ICICI,expense,2111.47
2024-10-22,Flight Ticket,15517.0,Credit Card,Axis,expense,1157.76
2024-02-20,Grocery Shopping,92135.62,UPI,Kotak,expense,14109.91
2024-12-17,Restaurant Payment,56033.2,Credit Card,ICICI,expense,3944.82
2025-06-14,Grocery Shopping,2471.33,NetBanking,Axis,expense,180.33
2025-11-15,Electricity Bill,66272.13,NetBanking,Kotak,expense,6459.62
2025-02-10,Flight Ticket,58076.14,UPI,SBI,expense,9183.13
2025-05-13,Consulting Payment,96226.8,Debit Card,ICICI,income,11371.42
2024-11-06,Consulting Payment,99646.93,UPI,Kotak,income,2423.28
2024-02-10,Movie Ticket,93069.36,Debit Card,SBI,expense,4413.39
2025-01-09,Amazon Purchase,69057.72,Auto Debit,HDFC,expense,1430.08
2024-06-23,Salary Credited,90531.02,Credit Card,SBI,income,11728.86
2025-05-13,Gym Membership,66025.01,UPI,HDFC,expense,9497.26
2025-06-28,Gym Membership,21255.66,NetBanking,Axis,expense,1468.15
2025-06-27,Electricity Bill,59335.52,Debit Card,SBI,expense,5538.33
2025-06-05,Consulting Payment,61448.48,Credit Card,ICICI,income,3673.13
2025-05-10,Amazon Purchase,64444.38,UPI,Axis,expense,10780.2
2024-01-30,Consulting Payment,37414.91,Credit Card,SBI,income,3026.72
2025-05-01,Electricity Bill,97875.26,UPI,HDFC,expense,3580.91
2025-09-22,Hotel Booking,68439.95,Credit Card,SBI,expense,4264.07
2025-06-30,Amazon Purchase,74634.05,Credit Card,Kotak,expense,3284.73
2025-07-26,Hospital Payment,99960.47,Credit Card,Kotak,expense,5135.49
2024-03-07,Grocery Shopping,30344.68,NetBanking,Kotak,expense,891.76
2024-11-11,Fuel Payment,95301.86,UPI,SBI,expense,11066.77
2024-03-08,Movie Ticket,35958.65,NetBanking,SBI,expense,4286.15
2024-04-19,Movie Ticket,69583.48,Credit Card,SBI,expense,5022.13
2024-12-14,Amazon Purchase,10175.05,NetBanking,Axis,expense,406.84
2024-07-11,Movie Ticket,60881.44,NetBanking,Kotak,expense,9022.84
2024-05-01,Hotel Booking,43239.69,Credit Card,HDFC,expense,6411.26
2024-08-08,Movie Ticket,16886.73,NetBanking,HDFC,expense,387.22
2024-06-30,Freelance Payment,5946.01,NetBanking,ICICI,income,283.48
2025-09-23,Restaurant Payment,94364.04,Credit Card,SBI,expense,3131.92
2024-01-28,Netflix Subscription,58290.92,UPI,SBI,expense,6693.59
2025-03-03,Consulting Payment,62781.32,Auto Debit,SBI,income,9500.12
2025-08-24,Hospital Payment,36619.88,NetBanking,SBI,expense,3118.12
2024-12-03,Interest Credited,31733.61,Debit Card,Axis,income,4427.74
2025-11-03,Restaurant Payment,43704.75,Credit Card,ICICI,expense,2402.51
2024-12-05,Netflix Subscription,95930.41,Credit Card,HDFC,expense,5609.73
2025-01-11,Electricity Bill,67478.16,Credit Card,Kotak,expense,5731.95
2025-05-23,Amazon Purchase,20889.61,NetBanking,ICICI,expense,1361.69
2024-11-08,Flight Ticket,93529.55,Auto Debit,SBI,expense,11579.62
2024-02-22,Freelance Payment,30335.44,NetBanking,Axis,income,2128.53
2024-09-24,Mutual Fund Investment,12152.97,UPI,HDFC,expense,710.78
2025-07-16,Salary Credited,69903.32,Debit Card,SBI,income,2918.5
2025-04-14,Electricity Bill,92766.27,NetBanking,SBI,expense,5768.56
2025-03-11,Freelance Payment,54577.95,NetBanking,ICICI,income,7889.09
2025-01-29,Grocery Shopping,36977.52,Auto Debit,HDFC,expense,6396.45
2024-01-26,Gym Membership,68939.84,Credit Card,HDFC,expense,11290.52
2025-06-09,Gym Membership,26991.38,UPI,ICICI,expense,4176.45
2024-03-17,Consulting Payment,11299.46,Credit Card,Kotak,income,1033.1
2024-12-18,Electricity Bill,71923.66,Debit Card,SBI,expense,3896.2
2025-01-13,Grocery Shopping,77502.99,Debit Card,HDFC,expense,3431.43
2025-11-22,Hospital Payment,2996.44,NetBanking,ICICI,expense,466.99
2024-04-16,Movie Ticket,27431.34,Credit Card,SBI,expense,4332.8
2024-12-12,Consulting Payment,15426.49,Debit Card,ICICI,income,425.66
2025-10-02,Restaurant Payment,8634.82,Credit Card,SBI,expense,522.53
2025-05-22,Electricity Bill,3706.28,Debit Card,Axis,expense,253.63
2024-06-11,Fuel Payment,96302.86,UPI,HDFC,expense,8143.98
2025-11-30,Flight Ticket,60327.91,Credit Card,SBI,expense,2600.34
2025-10-26,Mutual Fund Investment,46919.85,Debit Card,SBI,expense,2006.05
2024-01-19,Mutual Fund Investment,72002.23,UPI,SBI,expense,7090.04
2024-11-19,Netflix Subscription,67205.17,Auto Debit,HDFC,expense,5395.8
2025-02-28,Gym Membership,46608.87,Debit Card,ICICI,expense,5293.99
2024-03-10,Salary Credited,4420.75,Credit Card,HDFC,income,582.7
2024-05-17,Netflix Subscription,46005.99,Auto Debit,ICICI,expense,7380.92
2025-03-31,Movie Ticket,61736.95,NetBanking,Axis,expense,4918.99
2024-01-05,Consulting Payment,81465.7,NetBanking,SBI,income,7442.08
2024-05-18,Hotel Booking,73959.74,NetBanking,SBI,expense,9903.68
2025-06-06,Consulting Payment,38714.65,Auto Debit,Kotak,income,3906.16
2025-05-02,Fuel Payment,72188.86,NetBanking,HDFC,expense,11440.03
2024-03-28,Mutual Fund Investment,90502.46,UPI,Axis,expense,1852.82
2024-02-20,Interest Credited,32806.11,UPI,ICICI,income,3760.18
2024-05-19,Electricity Bill,28454.73,UPI,HDFC,expense,3794.46
2024-06-07,Electricity Bill,10769.15,NetBanking,HDFC,expense,329.58
2024-06-27,Netflix Subscription,68892.33,Debit Card,Axis,expense,6531.74
2025-10-23,Gym Membership,10734.94,NetBanking,Kotak,expense,1650.52
2024-08-26,Grocery Shopping,31335.96,UPI,Kotak,expense,5148.69
2025-04-14,Salary Credited,83823.25,UPI,Kotak,income,13599.56
2024-03-14,Hotel Booking,53614.52,Auto Debit,SBI,expense,7346.17
2024-10-19,Hotel Booking,55626.2,UPI,HDFC,expense,3584.41
2024-05-27,Hotel Booking,25015.74,Debit Card,Axis,expense,1542.99
2025-04-26,Interest Credited,48180.43,Auto Debit,SBI,income,3173.22
2025-03-16,Consulting Payment,83798.38,Auto Debit,Axis,income,8123.75
2025-02-21,Amazon Purchase,48006.68,UPI,Kotak,expense,1161.58
2025-04-27,Movie Ticket,99301.89,NetBanking,HDFC,expense,17483.8
2025-05-20,Salary Credited,75374.55,NetBanking,Axis,income,7096.07
2024-04-03,Salary Credited,96686.93,Debit Card,ICICI,income,9453.89
2024-01-30,Mutual Fund Investment,16768.2,Credit Card,ICICI,expense,1345.76
2024-12-21,Hospital Payment,24187.48,Debit Card,Kotak,expense,1579.31
2024-07-12,Salary Credited,25599.76,NetBanking,Kotak,income,1720.62
2024-02-16,Interest Credited,47890.19,UPI,HDFC,income,4583.97
2025-09-06,Restaurant Payment,5136.1,Auto Debit,SBI,expense,387.99
2024-03-23,Hotel Booking,29034.87,UPI,SBI,expense,4313.38
2025-04-19,Fuel Payment,20523.85,Debit Card,Axis,expense,803.11
2024-01-03,Consulting Payment,32733.7,UPI,HDFC,income,3567.39
2025-02-19,Grocery Shopping,24330.96,UPI,SBI,expense,4241.95
2024-02-29,Freelance Payment,90800.62,UPI,Kotak,income,9481.19
2025-11-26,Mutual Fund Investment,77646.24,Auto Debit,Kotak,expense,5081.41
2024-01-22,Hotel Booking,93047.7,Credit Card,SBI,expense,6258.88
2025-09-03,Consulting Payment,20989.25,Auto Debit,SBI,income,2006.28
2024-03-08,Gym Membership,59963.41,NetBanking,ICICI,expense,5422.5
2024-08-24,Hotel Booking,7461.81,Auto Debit,Kotak,expense,472.68
2024-05-15,Amazon Purchase,24937.76,Debit Card,HDFC,expense,2881.6
2024-10-18,Freelance Payment,29355.85,Auto Debit,Axis,income,1121.14
2025-02-20,Netflix Subscription,46284.87,Debit Card,Kotak,expense,974.02
2024-12-21,Amazon Purchase,26056.94,NetBanking,ICICI,expense,780.25
2024-05-12,Interest Credited,25947.87,Credit Card,ICICI,income,1820.39
2025-06-20,Amazon Purchase,52702.15,Debit Card,HDFC,expense,2405.82
2024-10-26,Amazon Purchase,95965.9,NetBanking,SBI,expense,7332.34
2024-06-16,Electricity Bill,98309.77,NetBanking,HDFC,expense,3810.29
2025-05-22,Flight Ticket,16412.52,Credit Card,Kotak,expense,466.95
2024-03-17,Flight Ticket,29023.87,Auto Debit,Kotak,expense,1146.7
2024-06-16,Consulting Payment,78017.55,Credit Card,Axis,income,9604.47
2025-01-09,Interest Credited,18270.23,NetBanking,ICICI,income,3091.69
2024-05-07,Movie Ticket,30362.61,Credit Card,ICICI,expense,1359.48
2024-12-01,Amazon Purchase,7960.63,UPI,Axis,expense,1275.22
2025-06-23,Flight Ticket,10945.68,UPI,Axis,expense,1813.69
2024-05-05,Fuel Payment,98839.65,Debit Card,Kotak,expense,4878.71
2025-04-18,Grocery Shopping,99662.98,Credit Card,SBI,expense,12413.77
2024-02-09,Restaurant Payment,13773.13,UPI,Axis,expense,1075.07
2025-05-17,Fuel Payment,15934.83,NetBanking,Kotak,expense,663.84
2025-04-18,Consulting Payment,15694.15,Debit Card,Axis,income,2138.68
2025-11-19,Movie Ticket,67055.8,Credit Card,HDFC,expense,3026.72
2024-12-30,Flight Ticket,24724.54,Auto Debit,ICICI,expense,1197.93
2025-01-17,Electricity Bill,93216.74,UPI,ICICI,expense,6163.27
2024-06-14,Netflix Subscription,62538.62,Credit Card,SBI,expense,4139.18
2024-01-24,Netflix Subscription,70559.35,Debit Card,SBI,expense,6099.7
2024-06-03,Netflix Subscription,76467.89,Auto Debit,HDFC,expense,2166.1
2024-09-27,Freelance Payment,74731.05,NetBanking,Kotak,income,3958.51
2024-03-02,Netflix Subscription,9708.14,Credit Card,Kotak,expense,1344.71
2025-02-18,Electricity Bill,14407.15,NetBanking,Axis,expense,1941.34
2025-07-07,Restaurant Payment,18161.82,Credit Card,HDFC,expense,2831.02
2025-05-13,Hospital Payment,6939.19,UPI,HDFC,expense,240.42
2025-04-19,Interest Credited,36052.88,Debit Card,SBI,income,1484.36
2025-06-24,Interest Credited,31181.92,Debit Card,Axis,income,3240.86
2024-10-25,Interest Credited,61324.54,UPI,SBI,income,4326.73
2025-10-25,Movie Ticket,96729.06,Debit Card,HDFC,expense,8190.91
2024-08-26,Mutual Fund Investment,58619.26,NetBanking,ICICI,expense,4115.03
2025-11-25,Consulting Payment,651.04,Credit Card,ICICI,income,39.92
2025-05-20,Flight Ticket,12273.15,NetBanking,SBI,expense,1564.79
2025-04-04,Hospital Payment,94954.64,Debit Card,Axis,expense,16959.34
2024-10-01,Netflix Subscription,48852.95,NetBanking,HDFC,expense,8523.71
2025-04-15,Restaurant Payment,14673.24,Debit Card,ICICI,expense,1622.05
2024-05-31,Mutual Fund Investment,34622.91,Credit Card,Kotak,expense,4065.27
2024-02-25,Gym Membership,83041.66,NetBanking,Kotak,expense,8353.31
